id,efectiva_a,tipo_via,rel_ir_barrio,cant_trafos,estadocort,estrato,grupomedidor,tarifa,fases_med,personasxm2,rel_viv_casa,rel_viv_apto,rel_viv_cuarto,rel_viv_temp,rel_viv_recibo,pers_x_viv,relacion_personas_primaria,relacion_personas_secundaria,relacion_personas_superior,relacion_personas_postgrado,relacion_pers_ning_estudio,relacion_pers_0_9,relacion_pers_10_19,relacion_pers_20_29,relacion_pers_30_39,relacion_pers_40_49,relacion_pers_50_59,relacion_pers_60_69,relacion_pers_70_79,relacion_pers_80_mas,condicion
6400,NO,1,0.0,81,1,5.0,BLHP,1,3.0,0.0204115274747477,0.0139860139860139,0.986013986013986,0.0,0.0349650349650349,1.0,2.314685314685315,0.0785498489425981,0.1722054380664652,0.4441087613293051,0.1993957703927492,0.0120845921450151,0.0694864048338368,0.0966767371601208,0.0845921450151057,0.1087613293051359,0.1238670694864048,0.1903323262839879,0.0996978851963746,0.1389728096676737,0.0876132930513595,9
6280,NO,2,0.0004338394793926,75,1,4.0,BAEG,2,3.0,0.0025120923519904,0.7962962962962962,0.2037037037037037,0.0,0.3333333333333333,1.0,0.9074074074074074,0.1224489795918367,0.3061224489795918,0.3673469387755102,0.1020408163265306,0.0,0.0,0.0816326530612244,0.1632653061224489,0.0612244897959183,0.1224489795918367,0.1632653061224489,0.2244897959183673,0.0816326530612244,0.1020408163265306,9
6272,NO,3,0.0001902949571836,117,1,6.0,BAEG,1,3.0,0.0127702627874605,0.4172932330827067,0.5037593984962406,0.0789473684210526,0.0413533834586466,1.0,2.421052631578948,0.217391304347826,0.3524844720496894,0.265527950310559,0.0698757763975155,0.0217391304347826,0.1226708074534161,0.1180124223602484,0.1739130434782608,0.1599378881987577,0.1288819875776397,0.139751552795031,0.0900621118012422,0.0326086956521739,0.0341614906832298,9
5910,NO,2,0.0,67,6,5.0,B3SK,2,2.0,0.0215596772353602,0.0116279069767441,0.9883720930232558,0.0,0.2093023255813953,1.0,1.3255813953488371,0.0614035087719298,0.219298245614035,0.5614035087719298,0.1140350877192982,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0964912280701754,0.0701754385964912,0.0614035087719298,0.1929824561403508,0.1578947368421052,0.175438596491228,0.2280701754385964,0
6288,NO,3,0.0,191,1,6.0,BAEG,1,3.0,0.0123354297769721,0.1333333333333333,0.8666666666666666,0.0,0.0888888888888888,1.0,2.4222222222222225,0.128440366972477,0.3027522935779816,0.4587155963302752,0.055045871559633,0.0458715596330275,0.0458715596330275,0.146788990825688,0.091743119266055,0.055045871559633,0.0642201834862385,0.2568807339449541,0.146788990825688,0.110091743119266,0.0825688073394495,9
1442,SI,6,0.0048845470692717,390,1,8.0,EKMP,1,1.0,0.0023320824280584,0.98,0.02,0.0,0.02,1.0,3.66,0.2841530054644808,0.4972677595628415,0.1639344262295081,0.0,0.0054644808743169,0.1038251366120218,0.1639344262295081,0.1639344262295081,0.1693989071038251,0.1147540983606557,0.180327868852459,0.0601092896174863,0.0273224043715846,0.0163934426229508,0
3941,NO,0,0.0022121854548806,463,1,6.0,B3PD,1,2.0,0.0004307016197269,1.0,0.0,0.0,0.2298850574712643,1.0,2.402298850574713,0.0717703349282296,0.2535885167464114,0.4306220095693779,0.1913875598086124,0.0095693779904306,0.0717703349282296,0.1674641148325358,0.1052631578947368,0.0765550239234449,0.1196172248803827,0.1961722488038277,0.1866028708133971,0.0382775119617224,0.0382775119617224,8
6360,NO,3,0.0,191,1,5.0,BAHP,1,3.0,0.0215055447009056,0.1111111111111111,0.8888888888888888,0.0,0.0555555555555555,1.0,2.416666666666667,0.1149425287356321,0.2298850574712643,0.425287356321839,0.1264367816091954,0.0114942528735632,0.0344827586206896,0.0114942528735632,0.1034482758620689,0.057471264367816,0.0689655172413793,0.2413793103448275,0.1724137931034482,0.160919540229885,0.1494252873563218,9
811,NO,4,0.0162616822429906,72,1,8.0,C2PD,1,1.0,0.0032707449571008,0.7272727272727272,0.2727272727272727,0.0,0.0227272727272727,1.0,2.590909090909091,0.2719298245614035,0.4298245614035087,0.2105263157894736,0.0087719298245614,0.0087719298245614,0.131578947368421,0.1403508771929824,0.1929824561403508,0.1578947368421052,0.1491228070175438,0.087719298245614,0.0614035087719298,0.0614035087719298,0.0175438596491228,0
6668,NO,2,0.0003649635036496,27,1,3.0,C21E,1,1.0,0.0435792705294919,0.3255813953488372,0.6744186046511627,0.0,0.0,1.0,3.0,0.2170542635658914,0.4186046511627906,0.2713178294573643,0.0232558139534883,0.0155038759689922,0.1007751937984496,0.1317829457364341,0.2170542635658914,0.1240310077519379,0.1705426356589147,0.1240310077519379,0.0620155038759689,0.0310077519379844,0.0387596899224806,0
